"class_name","full_type","title","title_key","description_key","card_type","rarity","target_type","multiplayer_constraint","is_upgradable","description","plain_description","mentions_statuses","strict_callouts","mention_only_statuses","applies_vulnerable","applies_weak","gains_strength","gains_vigor","grants_double_damage","gains_focus","applies_poison","support_signal"
"CrushUnder","MegaCrit.Sts2.Core.Models.Cards.CrushUnder","Crush Under","CRUSH_UNDER.title","CRUSH_UNDER.description","Attack","Common","AllEnemies","None","True","Deal {Damage:diff()} damage to ALL enemies. All enemies lose {StrengthLoss:diff()} [gold]Strength[/gold] this turn.","Deal Damage damage to ALL enemies. All enemies lose StrengthLoss Strength this turn.","Strength","","Strength","False","False","False","False","False","False","False","False"
"CurseOfTheBell","MegaCrit.Sts2.Core.Models.Cards.CurseOfTheBell","Curse of the Bell","CURSE_OF_THE_BELL.title","CURSE_OF_THE_BELL.description","Curse","Curse","None","None","False","","","","","","False","False","False","False","False","False","False","False"
"DaggerSpray","MegaCrit.Sts2.Core.Models.Cards.DaggerSpray","Dagger Spray","DAGGER_SPRAY.title","DAGGER_SPRAY.description","Attack","Common","AllEnemies","None","True","Deal {Damage:diff()} damage to ALL enemies twice.","Deal Damage damage to ALL enemies twice.","","","","False","False","False","False","False","False","False","False"
"DaggerThrow","MegaCrit.Sts2.Core.Models.Cards.DaggerThrow","Dagger Throw","DAGGER_THROW.title","DAGGER_THROW.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Draw 1 card.
Discard 1 card.","Deal Damage damage. Draw 1 card. Discard 1 card.","","","","False","False","False","False","False","False","False","False"
"DanseMacabre","MegaCrit.Sts2.Core.Models.Cards.DanseMacabre","Danse Macabre","DANSE_MACABRE.title","DANSE_MACABRE.description","Power","Uncommon","Self","None","True","Whenever you play a card that costs {Energy:energyIcons()} or more, gain {DanseMacabrePower:diff()} [gold]Block[/gold].","Whenever you play a card that costs Energy or more, gain DanseMacabrePower Block.","","","","False","False","False","False","False","False","False","False"
"DarkEmbrace","MegaCrit.Sts2.Core.Models.Cards.DarkEmbrace","Dark Embrace","DARK_EMBRACE.title","DARK_EMBRACE.description","Power","Rare","Self","None","True","Whenever a card is [gold]Exhausted[/gold],
draw 1 card.","Whenever a card is Exhausted, draw 1 card.","","","","False","False","False","False","False","False","False","False"
"Darkness","MegaCrit.Sts2.Core.Models.Cards.Darkness","Darkness","DARKNESS.title","DARKNESS.description","Skill","Uncommon","Self","None","True","[gold]Channel[/gold] 1 [gold]Dark[/gold].
Trigger the passive ability of all [gold]Dark[/gold] Orbs{IfUpgraded:show: twice|}.","Channel 1 Dark. Trigger the passive ability of all Dark OrbsIfUpgraded.","","","","False","False","False","False","False","False","False","False"
"DarkShackles","MegaCrit.Sts2.Core.Models.Cards.DarkShackles","Dark Shackles","DARK_SHACKLES.title","DARK_SHACKLES.description","Skill","Uncommon","AnyEnemy","None","True","Enemy loses {StrengthLoss:diff()} [gold]Strength[/gold] this turn.","Enemy loses StrengthLoss Strength this turn.","Strength","","Strength","False","False","False","False","False","False","False","False"
"Dash","MegaCrit.Sts2.Core.Models.Cards.Dash","Dash","DASH.title","DASH.description","Attack","Uncommon","AnyEnemy","None","True","Gain {Block:diff()} [gold]Block[/gold].
Deal {Damage:diff()} damage.","Gain Block Block. Deal Damage damage.","","","","False","False","False","False","False","False","False","False"
"Dazed","MegaCrit.Sts2.Core.Models.Cards.Dazed","Dazed","DAZED.title","DAZED.description","Status","Status","None","None","False","","","","","","False","False","False","False","False","False","False","False"
"DeadlyPoison","MegaCrit.Sts2.Core.Models.Cards.DeadlyPoison","Deadly Poison","DEADLY_POISON.title","DEADLY_POISON.description","Skill","Common","AnyEnemy","None","True","Apply {PoisonPower:diff()} [gold]Poison[/gold].","Apply PoisonPower Poison.","Poison","Poison","","False","False","False","False","False","False","True","False"
"Deathbringer","MegaCrit.Sts2.Core.Models.Cards.Deathbringer","Deathbringer","DEATHBRINGER.title","DEATHBRINGER.description","Skill","Uncommon","AllEnemies","None","True","Apply {DoomPower:diff()} [gold]Doom[/gold] and {WeakPower:diff()} [gold]Weak[/gold] to ALL enemies.","Apply DoomPower Doom and WeakPower Weak to ALL enemies.","Weak","Weak","","False","True","False","False","False","False","False","False"
"DeathMarch","MegaCrit.Sts2.Core.Models.Cards.DeathMarch","Death March","DEATH_MARCH.title","DEATH_MARCH.description","Attack","Uncommon","AnyEnemy","None","True","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each card drawn during your turn.","Deal CalculatedDamage damage. Deals ExtraDamage additional damage for each card drawn during your turn.","","","","False","False","False","False","False","False","False","False"
"DeathsDoor","MegaCrit.Sts2.Core.Models.Cards.DeathsDoor","Death's Door","DEATHS_DOOR.title","DEATHS_DOOR.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
If you applied [gold]Doom[/gold] this turn, gain [gold]Block[/gold] {Repeat:diff()} additional {Repeat:plural:time|times}.","Gain Block Block. If you applied Doom this turn, gain Block Repeat additional Repeat.","","","","False","False","False","False","False","False","False","False"
"Debilitate","MegaCrit.Sts2.Core.Models.Cards.Debilitate","Debilitate","DEBILITATE.title","DEBILITATE.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
[gold]Vulnerable[/gold] and [gold]Weak[/gold] are twice as effective against the enemy for the next {DebilitatePower:diff()} {DebilitatePower:plural:turn|turns}.","Deal Damage damage. Vulnerable and Weak are twice as effective against the enemy for the next DebilitatePower DebilitatePower.","Vulnerable;Weak","","Vulnerable;Weak","False","False","False","False","False","False","False","False"
"Debris","MegaCrit.Sts2.Core.Models.Cards.Debris","Debris","DEBRIS.title","DEBRIS.description","Status","Status","None","None","False","","","","","","False","False","False","False","False","False","False","False"
"Debt","MegaCrit.Sts2.Core.Models.Cards.Debt","Debt","DEBT.title","DEBT.description","Curse","Curse","None","None","False","At the end of your turn, if this is in your [gold]Hand[/gold], lose {Gold:diff()} [gold]Gold[/gold].","At the end of your turn, if this is in your Hand, lose Gold Gold.","","","","False","False","False","False","False","False","False","False"
"Decay","MegaCrit.Sts2.Core.Models.Cards.Decay","Decay","DECAY.title","DECAY.description","Curse","Curse","None","None","False","At the end of your turn, if this is in your [gold]Hand[/gold], take {Damage:diff()} damage.","At the end of your turn, if this is in your Hand, take Damage damage.","","","","False","False","False","False","False","False","False","False"
"DecisionsDecisions","MegaCrit.Sts2.Core.Models.Cards.DecisionsDecisions","Decisions, Decisions","DECISIONS_DECISIONS.title","DECISIONS_DECISIONS.description","Skill","Rare","Self","None","True","Draw {Cards:diff()} cards.
Choose a Skill in your [gold]Hand[/gold] and play it {Repeat:diff()} times.","Draw Cards cards. Choose a Skill in your Hand and play it Repeat times.","","","","False","False","False","False","False","False","False","False"
"DefendDefect","MegaCrit.Sts2.Core.Models.Cards.DefendDefect","Defend","DEFEND_DEFECT.title","DEFEND_DEFECT.description","Skill","Basic","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].","Gain Block Block.","","","","False","False","False","False","False","False","False","False"
"DefendIronclad","MegaCrit.Sts2.Core.Models.Cards.DefendIronclad","Defend","DEFEND_IRONCLAD.title","DEFEND_IRONCLAD.description","Skill","Basic","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].","Gain Block Block.","","","","False","False","False","False","False","False","False","False"
"DefendNecrobinder","MegaCrit.Sts2.Core.Models.Cards.DefendNecrobinder","Defend","DEFEND_NECROBINDER.title","DEFEND_NECROBINDER.description","Skill","Basic","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].","Gain Block Block.","","","","False","False","False","False","False","False","False","False"
"DefendRegent","MegaCrit.Sts2.Core.Models.Cards.DefendRegent","Defend","DEFEND_REGENT.title","DEFEND_REGENT.description","Skill","Basic","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].","Gain Block Block.","","","","False","False","False","False","False","False","False","False"
"DefendSilent","MegaCrit.Sts2.Core.Models.Cards.DefendSilent","Defend","DEFEND_SILENT.title","DEFEND_SILENT.description","Skill","Basic","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].","Gain Block Block.","","","","False","False","False","False","False","False","False","False"
"Defile","MegaCrit.Sts2.Core.Models.Cards.Defile","Defile","DEFILE.title","DEFILE.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.","Deal Damage damage.","","","","False","False","False","False","False","False","False","False"
"Deflect","MegaCrit.Sts2.Core.Models.Cards.Deflect","Deflect","DEFLECT.title","DEFLECT.description","Skill","Common","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].","Gain Block Block.","","","","False","False","False","False","False","False","False","False"
"Defragment","MegaCrit.Sts2.Core.Models.Cards.Defragment","Defragment","DEFRAGMENT.title","DEFRAGMENT.description","Power","Rare","Self","None","True","Gain {FocusPower:diff()} [gold]Focus[/gold].","Gain FocusPower Focus.","Focus","Focus","","False","False","False","False","False","True","False","False"
"Defy","MegaCrit.Sts2.Core.Models.Cards.Defy","Defy","DEFY.title","DEFY.description","Skill","Common","AnyEnemy","None","True","Gain {Block:diff()} [gold]Block[/gold].
Apply {WeakPower:diff()} [gold]Weak[/gold].","Gain Block Block. Apply WeakPower Weak.","Weak","Weak","","False","True","False","False","False","False","False","False"
"Delay","MegaCrit.Sts2.Core.Models.Cards.Delay","Delay","DELAY.title","DELAY.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Next turn,
gain {Energy:energyIcons()}.","Gain Block Block. Next turn, gain Energy.","","","","False","False","False","False","False","False","False","False"
"Demesne","MegaCrit.Sts2.Core.Models.Cards.Demesne","Demesne","DEMESNE.title","DEMESNE.description","Power","Rare","Self","None","True","At the start of your turn, gain {Energy:energyIcons()} and draw {Cards:diff()} additional {Cards:plural:card|cards}.","At the start of your turn, gain Energy and draw Cards additional Cards.","","","","False","False","False","False","False","False","False","False"
"DemonForm","MegaCrit.Sts2.Core.Models.Cards.DemonForm","Demon Form","DEMON_FORM.title","DEMON_FORM.description","Power","Rare","Self","None","True","At the start of your turn, gain {StrengthPower:diff()} [gold]Strength[/gold].","At the start of your turn, gain StrengthPower Strength.","Strength","Strength","","False","False","True","False","False","False","False","False"
"DemonicShield","MegaCrit.Sts2.Core.Models.Cards.DemonicShield","Demonic Shield","DEMONIC_SHIELD.title","DEMONIC_SHIELD.description","Skill","Uncommon","AnyAlly","MultiplayerOnly","True","Lose {HpLoss:diff()} HP.
Give another player [gold]Block[/gold] equal to your [gold]Block[/gold].{InCombat:
(Gives {CalculatedBlock:diff()} [gold]Block[/gold])|}","Lose HpLoss HP. Give another player Block equal to your Block.InCombat Block)|}","","Support","","False","False","False","False","False","False","False","True"
"DeprecatedCard","MegaCrit.Sts2.Core.Models.Cards.DeprecatedCard","Deprecated Card","DEPRECATED_CARD.title","DEPRECATED_CARD.description","Status","Status","None","None","False","[blue]This card was removed in a recent update.[/blue]
Draw 1 card.
Remove this from your [gold]Deck[/gold].","This card was removed in a recent update. Draw 1 card. Remove this from your Deck.","","","","False","False","False","False","False","False","False","False"
"Devastate","MegaCrit.Sts2.Core.Models.Cards.Devastate","Devastate","DEVASTATE.title","DEVASTATE.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.","Deal Damage damage.","","","","False","False","False","False","False","False","False","False"
"DevourLife","MegaCrit.Sts2.Core.Models.Cards.DevourLife","Devour Life","DEVOUR_LIFE.title","DEVOUR_LIFE.description","Power","Rare","Self","None","True","Whenever you play a [gold]Soul[/gold], [gold]Summon[/gold] {DevourLifePower:diff()}.","Whenever you play a Soul, Summon DevourLifePower.","","","","False","False","False","False","False","False","False","False"
"Dirge","MegaCrit.Sts2.Core.Models.Cards.Dirge","Dirge","DIRGE.title","DIRGE.description","Skill","Uncommon","Self","None","True","[gold]Summon[/gold] {Summon:diff()} X times.
Add X [gold]{IfUpgraded:show:Souls+|Souls}[/gold] into your [gold]Draw Pile[/gold].","Summon Summon X times. Add X IfUpgraded into your Draw Pile.","","","","False","False","False","False","False","False","False","False"
"Discovery","MegaCrit.Sts2.Core.Models.Cards.Discovery","Discovery","DISCOVERY.title","DISCOVERY.description","Skill","Uncommon","Self","None","True","Choose 1 of 3 random cards to add into your [gold]Hand[/gold]. It's free to play this turn.","Choose 1 of 3 random cards to add into your Hand. It's free to play this turn.","","","","False","False","False","False","False","False","False","False"
"Disintegration","MegaCrit.Sts2.Core.Models.Cards.Disintegration","Disintegration","DISINTEGRATION.title","DISINTEGRATION.description","Status","Status","None","None","False","At the end of your turn, take {DisintegrationPower:diff()} damage.","At the end of your turn, take DisintegrationPower damage.","","","","False","False","False","False","False","False","False","False"
"Dismantle","MegaCrit.Sts2.Core.Models.Cards.Dismantle","Dismantle","DISMANTLE.title","DISMANTLE.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
If the enemy is [gold]Vulnerable[/gold], hits twice.","Deal Damage damage. If the enemy is Vulnerable, hits twice.","Vulnerable","","Vulnerable","False","False","False","False","False","False","False","False"
"Distraction","MegaCrit.Sts2.Core.Models.Cards.Distraction","Distraction","DISTRACTION.title","DISTRACTION.description","Skill","Event","Self","None","True","Add a random Skill into your [gold]Hand[/gold]. It's free to play this turn.","Add a random Skill into your Hand. It's free to play this turn.","","","","False","False","False","False","False","False","False","False"
"DodgeAndRoll","MegaCrit.Sts2.Core.Models.Cards.DodgeAndRoll","Dodge and Roll","DODGE_AND_ROLL.title","DODGE_AND_ROLL.description","Skill","Common","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Next turn, gain {Block:diff()} [gold]Block[/gold].","Gain Block Block. Next turn, gain Block Block.","","","","False","False","False","False","False","False","False","False"
"Dominate","MegaCrit.Sts2.Core.Models.Cards.Dominate","Dominate","DOMINATE.title","DOMINATE.description","Skill","Uncommon","AnyEnemy","None","True","Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].
Gain {StrengthPerVulnerable:diff()} [gold]Strength[/gold] for each [gold]Vulnerable[/gold] on the enemy.","Apply VulnerablePower Vulnerable. Gain StrengthPerVulnerable Strength for each Vulnerable on the enemy.","Vulnerable;Strength","Vulnerable;Strength","","True","False","True","False","False","False","False","False"
"DoubleEnergy","MegaCrit.Sts2.Core.Models.Cards.DoubleEnergy","Double Energy","DOUBLE_ENERGY.title","DOUBLE_ENERGY.description","Skill","Uncommon","Self","None","True","Double your Energy.","Double your Energy.","","","","False","False","False","False","False","False","False","False"
"Doubt","MegaCrit.Sts2.Core.Models.Cards.Doubt","Doubt","DOUBT.title","DOUBT.description","Curse","Curse","None","None","False","At the end of your turn, if this is in your [gold]Hand[/gold], gain {WeakPower:diff()} [gold]Weak[/gold].","At the end of your turn, if this is in your Hand, gain WeakPower Weak.","Weak","","Weak","False","False","False","False","False","False","False","False"
"DrainPower","MegaCrit.Sts2.Core.Models.Cards.DrainPower","Drain Power","DRAIN_POWER.title","DRAIN_POWER.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
[gold]Upgrade[/gold] {Cards:diff()} random {Cards:plural:card|cards} in your [gold]Discard Pile[/gold].","Deal Damage damage. Upgrade Cards random Cards in your Discard Pile.","","","","False","False","False","False","False","False","False","False"
"DramaticEntrance","MegaCrit.Sts2.Core.Models.Cards.DramaticEntrance","Dramatic Entrance","DRAMATIC_ENTRANCE.title","DRAMATIC_ENTRANCE.description","Attack","Uncommon","AllEnemies","None","True","Deal {Damage:diff()} damage to ALL enemies.","Deal Damage damage to ALL enemies.","","","","False","False","False","False","False","False","False","False"
"Dredge","MegaCrit.Sts2.Core.Models.Cards.Dredge","Dredge","DREDGE.title","DREDGE.description","Skill","Uncommon","Self","None","True","Put {Cards:diff()} {Cards:plural:card|cards} from your [gold]Discard Pile[/gold] into your [gold]Hand[/gold].","Put Cards Cards from your Discard Pile into your Hand.","","","","False","False","False","False","False","False","False","False"
"DrumOfBattle","MegaCrit.Sts2.Core.Models.Cards.DrumOfBattle","Drum of Battle","DRUM_OF_BATTLE.title","DRUM_OF_BATTLE.description","Power","Uncommon","Self","None","True","Draw {Cards:diff()} cards.
At the start of your turn, [gold]Exhaust[/gold] the top card of your [gold]Draw Pile[/gold].","Draw Cards cards. At the start of your turn, Exhaust the top card of your Draw Pile.","","","","False","False","False","False","False","False","False","False"
"Dualcast","MegaCrit.Sts2.Core.Models.Cards.Dualcast","Dualcast","DUALCAST.title","DUALCAST.description","Skill","Basic","Self","None","True","[gold]Evoke[/gold] your rightmost Orb twice.","Evoke your rightmost Orb twice.","","","","False","False","False","False","False","False","False","False"
"DualWield","MegaCrit.Sts2.Core.Models.Cards.DualWield","Dual Wield","DUAL_WIELD.title","DUAL_WIELD.description","Skill","Event","Self","None","True","Choose an Attack or Power card. Add {IfUpgraded:show:{Cards} copies|a copy} of that card into your [gold]Hand[/gold].","Choose an Attack or Power card. Add IfUpgraded copies|a copy} of that card into your Hand.","","","","False","False","False","False","False","False","False","False"
"DyingStar","MegaCrit.Sts2.Core.Models.Cards.DyingStar","Dying Star","DYING_STAR.title","DYING_STAR.description","Attack","Rare","AllEnemies","None","True","Deal {Damage:diff()} damage to ALL enemies. ALL enemies lose {StrengthLoss:diff()} [gold]Strength[/gold] this turn.","Deal Damage damage to ALL enemies. ALL enemies lose StrengthLoss Strength this turn.","Strength","","Strength","False","False","False","False","False","False","False","False"
"EchoForm","MegaCrit.Sts2.Core.Models.Cards.EchoForm","Echo Form","ECHO_FORM.title","ECHO_FORM.description","Power","Rare","Self","None","True","The first card you play each turn is played an extra time.","The first card you play each turn is played an extra time.","","","","False","False","False","False","False","False","False","False"
"EchoingSlash","MegaCrit.Sts2.Core.Models.Cards.EchoingSlash","Echoing Slash","ECHOING_SLASH.title","ECHOING_SLASH.description","Attack","Rare","AllEnemies","None","True","Deal {Damage:diff()} damage to ALL enemies.
Repeat this effect for each enemy killed.","Deal Damage damage to ALL enemies. Repeat this effect for each enemy killed.","","","","False","False","False","False","False","False","False","False"
"Eidolon","MegaCrit.Sts2.Core.Models.Cards.Eidolon","Eidolon","EIDOLON.title","EIDOLON.description","Skill","Rare","Self","None","True","[gold]Exhaust[/gold] your [gold]Hand[/gold].
If 9 cards were [gold]Exhausted[/gold] this way, gain 1 [gold]Intangible[/gold].","Exhaust your Hand. If 9 cards were Exhausted this way, gain 1 Intangible.","","","","False","False","False","False","False","False","False","False"
"EndOfDays","MegaCrit.Sts2.Core.Models.Cards.EndOfDays","End of Days","END_OF_DAYS.title","END_OF_DAYS.description","Skill","Rare","AllEnemies","None","True","Apply {DoomPower:diff()} [gold]Doom[/gold] to ALL enemies.
Kill enemies with at least as much [gold]Doom[/gold] as HP.","Apply DoomPower Doom to ALL enemies. Kill enemies with at least as much Doom as HP.","","","","False","False","False","False","False","False","False","False"
"EnergySurge","MegaCrit.Sts2.Core.Models.Cards.EnergySurge","Energy Surge","ENERGY_SURGE.title","ENERGY_SURGE.description","Skill","Uncommon","AllAllies","MultiplayerOnly","True","ALL players gain {Energy:energyIcons()}.","ALL players gain Energy.","","Support","","False","False","False","False","False","False","False","True"
"EnfeeblingTouch","MegaCrit.Sts2.Core.Models.Cards.EnfeeblingTouch","Enfeebling Touch","ENFEEBLING_TOUCH.title","ENFEEBLING_TOUCH.description","Skill","Uncommon","AnyEnemy","None","True","Enemy loses {StrengthLoss:diff()} [gold]Strength[/gold] this turn.","Enemy loses StrengthLoss Strength this turn.","Strength","","Strength","False","False","False","False","False","False","False","False"
"Enlightenment","MegaCrit.Sts2.Core.Models.Cards.Enlightenment","Enlightenment","ENLIGHTENMENT.title","ENLIGHTENMENT.description","Skill","Event","Self","None","True","Reduce the cost of ALL cards in your [gold]Hand[/gold] to 1 this {IfUpgraded:show:combat|turn}.","Reduce the cost of ALL cards in your Hand to 1 this IfUpgraded.","","","","False","False","False","False","False","False","False","False"
"Enthralled","MegaCrit.Sts2.Core.Models.Cards.Enthralled","Enthralled","ENTHRALLED.title","ENTHRALLED.description","Curse","Curse","None","None","False","If this is in your [gold]Hand[/gold], it must be played before other cards.","If this is in your Hand, it must be played before other cards.","","","","False","False","False","False","False","False","False","False"
"Entrench","MegaCrit.Sts2.Core.Models.Cards.Entrench","Entrench","ENTRENCH.title","ENTRENCH.description","Skill","Event","Self","None","True","Double your [gold]Block[/gold].","Double your Block.","","","","False","False","False","False","False","False","False","False"
"Entropy","MegaCrit.Sts2.Core.Models.Cards.Entropy","Entropy","ENTROPY.title","ENTROPY.description","Power","Rare","Self","None","True","At the start of your turn, [gold]Transform[/gold] {Cards:diff()} {Cards:plural:card|cards} in your [gold]Hand[/gold].","At the start of your turn, Transform Cards Cards in your Hand.","","","","False","False","False","False","False","False","False","False"
"Envenom","MegaCrit.Sts2.Core.Models.Cards.Envenom","Envenom","ENVENOM.title","ENVENOM.description","Power","Rare","Self","None","True","Whenever an Attack deals unblocked damage, apply {EnvenomPower:diff()} [gold]Poison[/gold].","Whenever an Attack deals unblocked damage, apply EnvenomPower Poison.","Poison","Poison","","False","False","False","False","False","False","True","False"
"Equilibrium","MegaCrit.Sts2.Core.Models.Cards.Equilibrium","Equilibrium","EQUILIBRIUM.title","EQUILIBRIUM.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
[gold]Retain[/gold] your [gold]Hand[/gold] this turn.","Gain Block Block. Retain your Hand this turn.","","","","False","False","False","False","False","False","False","False"
"Eradicate","MegaCrit.Sts2.Core.Models.Cards.Eradicate","Eradicate","ERADICATE.title","ERADICATE.description","Attack","Rare","AnyEnemy","None","True","Deal {Damage:diff()} damage X times.","Deal Damage damage X times.","","","","False","False","False","False","False","False","False","False"
"EscapePlan","MegaCrit.Sts2.Core.Models.Cards.EscapePlan","Escape Plan","ESCAPE_PLAN.title","ESCAPE_PLAN.description","Skill","Uncommon","Self","None","True","Draw 1 card.
If you draw a Skill, gain {Block:diff()} [gold]Block[/gold].","Draw 1 card. If you draw a Skill, gain Block Block.","","","","False","False","False","False","False","False","False","False"
"EternalArmor","MegaCrit.Sts2.Core.Models.Cards.EternalArmor","Eternal Armor","ETERNAL_ARMOR.title","ETERNAL_ARMOR.description","Power","Rare","Self","None","True","Gain {PlatingPower:diff()} [gold]Plating[/gold].","Gain PlatingPower Plating.","","","","False","False","False","False","False","False","False","False"
"EvilEye","MegaCrit.Sts2.Core.Models.Cards.EvilEye","Evil Eye","EVIL_EYE.title","EVIL_EYE.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Gain another {Block:diff()} [gold]Block[/gold] if you have [gold]Exhausted[/gold] a card this turn.","Gain Block Block. Gain another Block Block if you have Exhausted a card this turn.","","","","False","False","False","False","False","False","False","False"
"ExpectAFight","MegaCrit.Sts2.Core.Models.Cards.ExpectAFight","Expect a Fight","EXPECT_A_FIGHT.title","EXPECT_A_FIGHT.description","Skill","Uncommon","Self","None","True","Gain {energyPrefix:energyIcons(1)} for each Attack in your [gold]Hand[/gold].
You cannot gain
additional {energyPrefix:energyIcons(1)} this turn.{InCombat:
(Gain {CalculatedEnergy:energyIcons()})|}","Gain energyPrefix for each Attack in your Hand. You cannot gain additional energyPrefix this turn.InCombat)|}","","","","False","False","False","False","False","False","False","False"
"Expertise","MegaCrit.Sts2.Core.Models.Cards.Expertise","Expertise","EXPERTISE.title","EXPERTISE.description","Skill","Uncommon","Self","None","True","Draw cards until you have {Cards:diff()} in your [gold]Hand[/gold].","Draw cards until you have Cards in your Hand.","","","","False","False","False","False","False","False","False","False"
"Expose","MegaCrit.Sts2.Core.Models.Cards.Expose","Expose","EXPOSE.title","EXPOSE.description","Skill","Uncommon","AnyEnemy","None","True","Remove all [gold]Artifact[/gold] and [gold]Block[/gold] from the enemy.
Apply {Power:diff()} [gold]Vulnerable[/gold].","Remove all Artifact and Block from the enemy. Apply Power Vulnerable.","Vulnerable","Vulnerable","","True","False","False","False","False","False","False","False"
"Exterminate","MegaCrit.Sts2.Core.Models.Cards.Exterminate","Exterminate","EXTERMINATE.title","EXTERMINATE.description","Attack","Event","AllEnemies","None","True","Deal {Damage:diff()} damage {Repeat:diff()} times to ALL enemies.","Deal Damage damage Repeat times to ALL enemies.","","","","False","False","False","False","False","False","False","False"
"FallingStar","MegaCrit.Sts2.Core.Models.Cards.FallingStar","Falling Star","FALLING_STAR.title","FALLING_STAR.description","Attack","Basic","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold].
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].","Deal Damage damage. Apply WeakPower Weak. Apply VulnerablePower Vulnerable.","Vulnerable;Weak","Vulnerable;Weak","","True","True","False","False","False","False","False","False"
"FanOfKnives","MegaCrit.Sts2.Core.Models.Cards.FanOfKnives","Fan of Knives","FAN_OF_KNIVES.title","FAN_OF_KNIVES.description","Power","Rare","Self","None","True","[gold]Shivs[/gold] now hit ALL enemies.
Add {Shivs:diff()} [gold]Shivs[/gold] into your [gold]Hand[/gold].","Shivs now hit ALL enemies. Add Shivs Shivs into your Hand.","","","","False","False","False","False","False","False","False","False"
"Fasten","MegaCrit.Sts2.Core.Models.Cards.Fasten","Fasten","FASTEN.title","FASTEN.description","Power","Uncommon","Self","None","True","Gain an additional {ExtraBlock:diff()} [gold]Block[/gold] from Defend cards.","Gain an additional ExtraBlock Block from Defend cards.","","","","False","False","False","False","False","False","False","False"
"Fear","MegaCrit.Sts2.Core.Models.Cards.Fear","Fear","FEAR.title","FEAR.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].","Deal Damage damage. Apply VulnerablePower Vulnerable.","Vulnerable","Vulnerable","","True","False","False","False","False","False","False","False"
"Feed","MegaCrit.Sts2.Core.Models.Cards.Feed","Feed","FEED.title","FEED.description","Attack","Rare","AnyEnemy","None","True","Deal {Damage:diff()} damage.
If [gold]Fatal[/gold], raise your Max HP by {MaxHp:diff()}.","Deal Damage damage. If Fatal, raise your Max HP by MaxHp.","","","","False","False","False","False","False","False","False","False"
"FeedingFrenzy","MegaCrit.Sts2.Core.Models.Cards.FeedingFrenzy","Feeding Frenzy","FEEDING_FRENZY.title","FEEDING_FRENZY.description","Skill","Event","Self","None","True","Gain {StrengthPower:diff()} [gold]Strength[/gold] this turn.","Gain StrengthPower Strength this turn.","Strength","Strength","","False","False","True","False","False","False","False","False"
"FeelNoPain","MegaCrit.Sts2.Core.Models.Cards.FeelNoPain","Feel No Pain","FEEL_NO_PAIN.title","FEEL_NO_PAIN.description","Power","Uncommon","Self","None","True","Whenever a card is [gold]Exhausted[/gold], gain {Power:diff()} [gold]Block[/gold].","Whenever a card is Exhausted, gain Power Block.","","","","False","False","False","False","False","False","False","False"
"Feral","MegaCrit.Sts2.Core.Models.Cards.Feral","Feral","FERAL.title","FERAL.description","Power","Uncommon","Self","None","True","The first {FeralPower:plural:time|{FeralPower:diff()} times} you play a
0{energyPrefix:energyIcons(1)} Attack each turn,
return it to your [gold]Hand[/gold].","The first FeralPower times} you play a 0energyPrefix Attack each turn, return it to your Hand.","","","","False","False","False","False","False","False","False","False"
"Fetch","MegaCrit.Sts2.Core.Models.Cards.Fetch","Fetch","FETCH.title","FETCH.description","Attack","Uncommon","AnyEnemy","None","True","[gold]Osty[/gold] deals {OstyDamage:diff()} damage.
If this is the first time this card has been played this turn, draw {Cards:diff()} {Cards:plural:card|cards}.","Osty deals OstyDamage damage. If this is the first time this card has been played this turn, draw Cards Cards.","","","","False","False","False","False","False","False","False","False"
